Locus	Namespace	GO-ID	GO-term	pubMedId	EvidenceCode
NCU01906.7	cellular_component	GO:0005634	nucleus	None	ISS: Inferred from Sequence or Structural Similarity
NCU01906.7	cellular_component	GO:0005737	cytoplasm	None	ISS: Inferred from Sequence or Structural Similarity
NCU01906.7	molecular_function	GO:0004032	aldehyde reductase activity	None	ISS: Inferred from Sequence or Structural Similarity
NCU01906.7	molecular_function	GO:0004033	aldo-keto reductase activity	None	ISS: Inferred from Sequence or Structural Similarity
NCU01906.7	molecular_function	GO:0016491	oxidoreductase activity	None	ISS: Inferred from Sequence or Structural Similarity
NCU01914.7	biological_process	GO:0008104	protein localization	None	ISS: Inferred from Sequence or Structural Similarity
NCU01914.7	cellular_component	GO:0005768	endosome	None	ISS: Inferred from Sequence or Structural Similarity
NCU01914.7	cellular_component	GO:0005829	cytosol	None	ISS: Inferred from Sequence or Structural Similarity
NCU01914.7	molecular_function	GO:0005515	protein binding	None	ISS: Inferred from Sequence or Structural Similarity
NCU01914.7	molecular_function	GO:0032266	phosphatidylinositol-3-phosphate binding	None	ISS: Inferred from Sequence or Structural Similarity
NCU01916.7	biological_process	GO:0000002	mitochondrial genome maintenance	None	ISS: Inferred from Sequence or Structural Similarity
NCU01916.7	biological_process	GO:0006864	pyrimidine nucleotide transport	None	ISS: Inferred from Sequence or Structural Similarity
NCU01916.7	cellular_component	GO:0005739	mitochondrion	None	ISS: Inferred from Sequence or Structural Similarity
NCU01916.7	molecular_function	GO:0015218	pyrimidine nucleotide transmembrane transporter activity	None	ISS: Inferred from Sequence or Structural Similarity
NCU01918.7	biological_process	GO:0000147	actin cortical patch assembly	None	ISS: Inferred from Sequence or Structural Similarity
NCU01918.7	biological_process	GO:0009847	spore germination	20207852	IMP: Inferred from Mutant Phenotype
NCU01918.7	cellular_component	GO:0005885	Arp2/3 protein complex	None	ISS: Inferred from Sequence or Structural Similarity
NCU01918.7	molecular_function	GO:0005198	structural molecule activity	None	ISS: Inferred from Sequence or Structural Similarity
NCU01932.7	molecular_function	GO:0042054	histone methyltransferase activity	16087750	ISS: Inferred from Sequence or Structural Similarity
NCU01940.7	biological_process	GO:0006972	hyperosmotic response	19772928	IMP: Inferred from Mutant Phenotype
NCU01940.7	biological_process	GO:0010226	response to lithium ion	19772928	IMP: Inferred from Mutant Phenotype
NCU01940.7	biological_process	GO:0030448	hyphal growth	21965514	IMP: Inferred from Mutant Phenotype
NCU01940.7	biological_process	GO:0042391	regulation of membrane potential	19772928	IMP: Inferred from Mutant Phenotype
NCU01948.7	biological_process	GO:0006412	translation	None	ISS: Inferred from Sequence or Structural Similarity
NCU01948.7	cellular_component	GO:0022625	cytosolic large ribosomal subunit	None	ISS: Inferred from Sequence or Structural Similarity
NCU01948.7	molecular_function	GO:0003735	structural constituent of ribosome	None	ISS: Inferred from Sequence or Structural Similarity
NCU01949.7	biological_process	GO:0006412	translation	None	ISS: Inferred from Sequence or Structural Similarity
NCU01949.7	biological_process	GO:0006450	regulation of translational fidelity	None	ISS: Inferred from Sequence or Structural Similarity
NCU01949.7	cellular_component	GO:0005732	small nucleolar ribonucleoprotein complex	None	ISS: Inferred from Sequence or Structural Similarity
NCU01949.7	cellular_component	GO:0022627	cytosolic small ribosomal subunit	None	ISS: Inferred from Sequence or Structural Similarity
NCU01949.7	molecular_function	GO:0003735	structural constituent of ribosome	None	ISS: Inferred from Sequence or Structural Similarity
NCU01951.7	biological_process	GO:0006280	mutagenesis	12073042	IMP: Inferred from Mutant Phenotype
NCU01951.7	biological_process	GO:0006281	DNA repair	12073042	IMP: Inferred from Mutant Phenotype
NCU01951.7	cellular_component	GO:0016035	zeta DNA polymerase complex	12073042	IC: Inferred by Curator
NCU01951.7	molecular_function	GO:0003887	DNA-directed DNA polymerase activity	12073042	IC: Inferred by Curator
NCU01965.7	biological_process	GO:0017062	respiratory chain complex III assembly	22957697	IMP: Inferred from Mutant Phenotype
NCU01965.7	biological_process	GO:0032981	mitochondrial respiratory chain complex I assembly	22957697	IMP: Inferred from Mutant Phenotype
NCU01965.7	biological_process	GO:0033617	mitochondrial respiratory chain complex IV assembly	22957697	IMP: Inferred from Mutant Phenotype
NCU01965.7	biological_process	GO:0070129	regulation of mitochondrial translation	22957697	IMP: Inferred from Mutant Phenotype
NCU01965.7	cellular_component	GO:0005737	cytoplasm	22957697	IEP: Inferred from Expression Pattern
NCU01965.7	cellular_component	GO:0005739	mitochondrion	22957697	IEP: Inferred from Expression Pattern
NCU01966.7	biological_process	GO:0006412	translation	None	ISS: Inferred from Sequence or Structural Similarity
NCU01966.7	cellular_component	GO:0022625	cytosolic large ribosomal subunit	None	ISS: Inferred from Sequence or Structural Similarity
NCU01966.7	molecular_function	GO:0003735	structural constituent of ribosome	None	ISS: Inferred from Sequence or Structural Similarity
NCU01973.7	molecular_function	GO:0042054	histone methyltransferase activity	16087750	ISS: Inferred from Sequence or Structural Similarity
NCU01975.7	biological_process	GO:0032981	mitochondrial respiratory chain complex I assembly	9769214	IMP: Inferred from Mutant Phenotype
NCU01981.7	biological_process	GO:0006413	translational initiation	None	ISS: Inferred from Sequence or Structural Similarity
NCU01981.7	cellular_component	GO:0043614	multi-eIF complex	None	ISS: Inferred from Sequence or Structural Similarity
NCU01981.7	molecular_function	GO:0003743	translation initiation factor activity	None	ISS: Inferred from Sequence or Structural Similarity
NCU01985.7	biological_process	GO:0000103	sulfate assimilation	None	ISS: Inferred from Sequence or Structural Similarity
NCU01985.7	biological_process	GO:0006555	methionine metabolic process	None	ISS: Inferred from Sequence or Structural Similarity
NCU01985.7	cellular_component	GO:0005737	cytoplasm	None	ISS: Inferred from Sequence or Structural Similarity
NCU01985.7	cellular_component	GO:0005739	mitochondrion	None	ISS: Inferred from Sequence or Structural Similarity
NCU01985.7	molecular_function	GO:0004781	sulfate adenylyltransferase (ATP) activity	None	ISS: Inferred from Sequence or Structural Similarity
NCU01985.7	molecular_function	GO:0004781	sulfate adenylyltransferase (ATP) activity	2162344	IDA: Inferred from Direct Assay
NCU01992.7	biological_process	GO:0007163	establishment or maintenance of cell polarity	12960438	IMP: Inferred from Mutant Phenotype
NCU01994.7	biological_process	GO:0070873	regulation of glycogen metabolic process	21768394	IMP: Inferred from Mutant Phenotype
NCU01997.7	biological_process	GO:0009416	response to light stimulus	19262566	IEP: Inferred from Expression Pattern
NCU02003.7	biological_process	GO:0006409	tRNA export from nucleus	None	ISS: Inferred from Sequence or Structural Similarity
NCU02003.7	biological_process	GO:0006414	translational elongation	None	ISS: Inferred from Sequence or Structural Similarity
NCU02003.7	cellular_component	GO:0005840	ribosome	None	ISS: Inferred from Sequence or Structural Similarity
NCU02003.7	cellular_component	GO:0005853	eukaryotic translation elongation factor 1 complex	None	ISS: Inferred from Sequence or Structural Similarity
NCU02003.7	molecular_function	GO:0003746	translation elongation factor activity	None	ISS: Inferred from Sequence or Structural Similarity
NCU02005.7	biological_process	GO:0000103	sulfate assimilation	None	ISS: Inferred from Sequence or Structural Similarity
NCU02005.7	biological_process	GO:0006555	methionine metabolic process	None	ISS: Inferred from Sequence or Structural Similarity
NCU02005.7	molecular_function	GO:0004604	phosphoadenylyl-sulfate reductase (thioredoxin) activity	None	ISS: Inferred from Sequence or Structural Similarity
NCU02010.7	biological_process	GO:0009098	leucine biosynthetic process	None	ISS: Inferred from Sequence or Structural Similarity
NCU02010.7	cellular_component	GO:0005737	cytoplasm	None	ISS: Inferred from Sequence or Structural Similarity
NCU02010.7	cellular_component	GO:0005739	mitochondrion	None	ISS: Inferred from Sequence or Structural Similarity
NCU02010.7	molecular_function	GO:0003852	2-isopropylmalate synthase activity	None	ISS: Inferred from Sequence or Structural Similarity
NCU02013.7	cellular_component	GO:0009514	glyoxysome	20707002	IDA: Inferred from Direct Assay
NCU02013.7	cellular_component	GO:0031966	mitochondrial membrane	21145408	IDA: Inferred from Direct Assay
NCU02041.7	cellular_component	GO:0030446	hyphal cell wall	19555771	IEP: Inferred from Expression Pattern
NCU02044.7	biological_process	GO:0006200	ATP catabolic process	None	ISS: Inferred from Sequence or Structural Similarity
NCU02044.7	cellular_component	GO:0005737	cytoplasm	None	ISS: Inferred from Sequence or Structural Similarity
NCU02044.7	molecular_function	GO:0016887	ATPase activity	None	ISS: Inferred from Sequence or Structural Similarity
NCU02053.7	biological_process	GO:0042276	error-prone translesion synthesis	12547396	IMP: Inferred from Mutant Phenotype
NCU02064.7	cellular_component	GO:0031966	mitochondrial membrane	21145408	IDA: Inferred from Direct Assay
NCU02067.7	biological_process	GO:0007163	establishment or maintenance of cell polarity	12960438	IMP: Inferred from Mutant Phenotype
NCU02075.7	biological_process	GO:0006412	translation	None	ISS: Inferred from Sequence or Structural Similarity
NCU02075.7	biological_process	GO:0006450	regulation of translational fidelity	None	ISS: Inferred from Sequence or Structural Similarity
NCU02075.7	biological_process	GO:0051083	'de novo' cotranslational protein folding	None	ISS: Inferred from Sequence or Structural Similarity
NCU02075.7	cellular_component	GO:0005625	soluble fraction	None	ISS: Inferred from Sequence or Structural Similarity
NCU02075.7	cellular_component	GO:0005844	polysome	None	ISS: Inferred from Sequence or Structural Similarity
NCU02075.7	molecular_function	GO:0016887	ATPase activity	None	ISS: Inferred from Sequence or Structural Similarity
NCU02075.7	molecular_function	GO:0051082	unfolded protein binding	None	ISS: Inferred from Sequence or Structural Similarity
NCU02079.7	biological_process	GO:0006351	transcription, DNA-dependent	None	ISS: Inferred from Sequence or Structural Similarity
NCU02079.7	cellular_component	GO:0000307	cyclin-dependent protein kinase holoenzyme complex	None	ISS: Inferred from Sequence or Structural Similarity
NCU02079.7	cellular_component	GO:0005634	nucleus	None	ISS: Inferred from Sequence or Structural Similarity
NCU02079.7	cellular_component	GO:0005737	cytoplasm	None	ISS: Inferred from Sequence or Structural Similarity
NCU02079.7	molecular_function	GO:0030295	protein kinase activator activity	None	ISS: Inferred from Sequence or Structural Similarity
NCU02079.7	molecular_function	GO:0043130	ubiquitin binding	None	ISS: Inferred from Sequence or Structural Similarity
NCU02090.7	biological_process	GO:0006167	AMP biosynthetic process	None	ISS: Inferred from Sequence or Structural Similarity
NCU02090.7	biological_process	GO:0006168	adenine salvage	None	ISS: Inferred from Sequence or Structural Similarity
NCU02090.7	cellular_component	GO:0005634	nucleus	None	ISS: Inferred from Sequence or Structural Similarity
NCU02090.7	cellular_component	GO:0005737	cytoplasm	None	ISS: Inferred from Sequence or Structural Similarity
NCU02090.7	molecular_function	GO:0003999	adenine phosphoribosyltransferase activity	None	ISS: Inferred from Sequence or Structural Similarity
NCU02094.7	biological_process	GO:0030448	hyphal growth	16801547	IMP: Inferred from Mutant Phenotype
NCU02094.7	biological_process	GO:0070787	conidiophore development	16801547	IMP: Inferred from Mutant Phenotype
NCU02097.7	cellular_component	GO:0005739	mitochondrion	21145408	IDA: Inferred from Direct Assay
NCU02103.7	biological_process	GO:0006366	transcription from RNA polymerase II promoter	None	ISS: Inferred from Sequence or Structural Similarity
NCU02103.7	cellular_component	GO:0005665	DNA-directed RNA polymerase II, core complex	None	ISS: Inferred from Sequence or Structural Similarity
NCU02103.7	cellular_component	GO:0005739	mitochondrion	None	ISS: Inferred from Sequence or Structural Similarity
NCU02103.7	molecular_function	GO:0003899	DNA-directed RNA polymerase activity	None	ISS: Inferred from Sequence or Structural Similarity
NCU02109.7	biological_process	GO:0006048	UDP-N-acetylglucosamine biosynthetic process	None	ISS: Inferred from Sequence or Structural Similarity
NCU02109.7	cellular_component	GO:0005634	nucleus	None	ISS: Inferred from Sequence or Structural Similarity
NCU02109.7	cellular_component	GO:0005737	cytoplasm	None	ISS: Inferred from Sequence or Structural Similarity
NCU02109.7	molecular_function	GO:0003977	UDP-N-acetylglucosamine diphosphorylase activity	None	ISS: Inferred from Sequence or Structural Similarity
NCU02110.7	biological_process	GO:0000768	syncytium formation by plasma membrane fusion	21666072	IMP: Inferred from Mutant Phenotype
NCU02110.7	biological_process	GO:0000909	sporocarp development involved in sexual reproduction	18567788	IMP: Inferred from Mutant Phenotype
NCU02110.7	biological_process	GO:0030436	asexual sporulation	18567788	IMP: Inferred from Mutant Phenotype
NCU02110.7	biological_process	GO:0030448	hyphal growth	18567788	IMP: Inferred from Mutant Phenotype
NCU02110.7	biological_process	GO:0042752	regulation of circadian rhythm	22164247	IMP: Inferred from Mutant Phenotype
NCU02110.7	molecular_function	GO:0016175	superoxide-generating NADPH oxidase activity	22164247	IMP: Inferred from Mutant Phenotype
NCU02111.7	biological_process	GO:0006887	exocytosis	None	ISS: Inferred from Sequence or Structural Similarity
