Locus	Symbol	FunCatId	FunCatName
NCU01085	None	70.01	cell wall
NCU01754	adh-1	02.01	glycolysis and gluconeogenesis
NCU01754	adh-1	02.16.01	alcohol fermentation
NCU07502	None	34.11.03.07	pheromone response, mating-type determination, sex-specific proteins
NCU00726	csr-1	14.01	protein folding and stabilization
NCU00726	csr-1	70.16	mitochondrion
NCU06503	None	11.02.03.04	transcriptional control
NCU06503	None	16.03.01	DNA binding
NCU01197	gul-1	10.03.01	mitotic cell cycle and cell cycle control
NCU01197	gul-1	40.01	cell growth / morphogenesis
NCU01192	pold-1	10.01.03	DNA synthesis and replication
NCU01192	pold-1	10.01.05.01	DNA repair
NCU01192	pold-1	70.10	nucleus
NCU00965	None	14.07.11	protein processing (proteolytic)
NCU04507	None	14.04	protein targeting, sorting and translocation
NCU04507	None	70.10	nucleus
NCU04415	None	16.01	protein binding
NCU04415	None	32.05.01.03	chemical agent resistance
NCU04415	None	70.10	nucleus
NCU04280	None	02.10	tricarboxylic-acid pathway (citrate cycle, Krebs cycle, TCA cycle)
NCU01050	gh61-4	01.05.02.07	sugar, glucoside, polyol and carboxylate catabolism
NCU03133	None	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU06372	None	14.07.05	modification by ubiquitination, deubiquitination
NCU05250	None	10.03.04.03	chromosome condensation
NCU03578	None	20.09.07	vesicular transport (Golgi network, etc.)
NCU03578	None	70.03	cytoplasm
NCU10853	None	11.04.03.01	splicing
NCU10853	None	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation
NCU04179	sah-1	11.02.03.04	transcriptional control
NCU04179	sah-1	70.10	nucleus
NCU09904	None	01.05.03	polysaccharide metabolism
NCU09904	None	16.05	polysaccharide binding
NCU09904	None	42.01	cell wall
NCU09904	None	70.01	cell wall
NCU03184	None	11.02.03.04	transcriptional control
NCU03184	None	70.10	nucleus
NCU04930	cea-6	01.06	lipid, fatty acid and isoprenoid metabolism
NCU05848	cyp450-11	32.05.03	defense related proteins
NCU05848	cyp450-11	32.07.01	detoxification involving cytochrome P450
NCU06583	None	34.11.03.07	pheromone response, mating-type determination, sex-specific proteins
NCU06583	None	43.01.03	fungal and other eukaryotic cell type differentiation
NCU09813	None	14.07	protein modification
NCU08898	lys-6	01.01.06.06.01	biosynthesis of lysine
NCU09109	crp-64	12.01.01	ribosomal proteins
NCU09109	crp-64	70.03	cytoplasm
NCU04110	bbp-1	11.02.03	mRNA synthesis
NCU04110	bbp-1	11.04.03.01	splicing
NCU04110	bbp-1	70.10	nucleus
NCU07195	None	01.05	C-compound and carbohydrate metabolism
NCU09778	cdc28	01.04	phosphate metabolism
NCU09778	cdc28	01.04.04	regulation of phosphate metabolism
NCU09778	cdc28	01.05.25	regulation of C-compound and carbohydrate metabolism
NCU09778	cdc28	02.19	metabolism of energy reserves (e.g. glycogen, trehalose)
NCU09778	cdc28	10.01.03	DNA synthesis and replication
NCU09778	cdc28	10.03.01.01.03	G1/S transition of mitotic cell cycle
NCU09778	cdc28	10.03.01.01.05	S phase of mitotic cell cycle
NCU09778	cdc28	10.03.01.01.09	G2/M transition of mitotic cell cycle
NCU09778	cdc28	10.03.02	meiosis
NCU09778	cdc28	11.02.03.04	transcriptional control
NCU09778	cdc28	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation
NCU09778	cdc28	16.19.03	ATP binding
NCU09778	cdc28	30.01	cellular signalling
NCU09778	cdc28	34.11	cellular sensing and response to external stimulus
NCU09778	cdc28	40.01	cell growth / morphogenesis
NCU09778	cdc28	43.01.03.05	budding, cell polarity and filament formation
NCU03498	trm-52	20.01.01.01.01	heavy metal ion transport (Cu+, Fe3+, etc.)
NCU03498	trm-52	20.03	transport facilities
NCU03498	trm-52	34.01.01.01	homeostasis of metal ions (Na, K, Ca etc.)
NCU01940	None	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation
NCU01940	None	30.01	cellular signalling
NCU01940	None	32.01.03	osmotic and salt stress response
NCU01427	al-3	01.06.06	isoprenoid metabolism
NCU03099	None	16.03.03	RNA binding
NCU03967	vvd	16.01	protein binding
NCU03967	vvd	18.02.01	enzymatic activity regulation / enzyme regulator
NCU03967	vvd	34.11.01	photoperception and response
NCU03967	vvd	34.11.11	rhythm (e.g. circadian, ultradian)
NCU02588	None	10.03.04.09	nuclear migration
NCU01950	msp-13	11.04.03.01	splicing
NCU09071	dbf2	10.03.01	mitotic cell cycle and cell cycle control
NCU09071	dbf2	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation
NCU00952	mrp-44	12.01.01	ribosomal proteins
NCU00952	mrp-44	70.16	mitochondrion
NCU06448	None	01.06	lipid, fatty acid and isoprenoid metabolism
NCU06448	None	02.25	oxidation of fatty acids
NCU06448	None	70.16	mitochondrion
NCU06870	gsl-1	01.06	lipid, fatty acid and isoprenoid metabolism
NCU07287	None	32.01.09	DNA damage response
NCU03396	rbg-18	11.04.01	rRNA processing
NCU03396	rbg-18	70.10.07	nucleolus
NCU00801	None	20.01.03	C-compound and carbohydrate transport
NCU00801	None	20.09.18.07	non-vesicular cellular import
NCU00801	None	70.02	eukaryotic plasma membrane / membrane attached
NCU01393	gh18-10	01.05	C-compound and carbohydrate metabolism
NCU01393	gh18-10	42.01	cell wall
NCU00315	crp-60	12.01.01	ribosomal proteins
NCU00315	crp-60	70.03	cytoplasm
NCU00041	gng-1	30.01.05.05.03	trimeric G-protein mediated signal transduction
NCU00041	gng-1	34.11.03.07	pheromone response, mating-type determination, sex-specific proteins
NCU06006	None	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation
NCU02299	None	01.05.03	polysaccharide metabolism
NCU02299	None	42.01	cell wall
NCU07459	prm-1	14.07.09	posttranslational modification of amino acids (e.g. hydroxylation, methylation)
NCU07459	prm-1	70.10	nucleus
NCU01332	vma-3	20.03.22	transport ATPases
NCU01332	vma-3	34.01.01.03	homeostasis of protons
NCU01332	vma-3	70.25	vacuole or lysosome
NCU05843	tam-2	20.01.01.01	cation transport (H+, Na+, K+, Ca2+ , NH4+, etc.)
NCU05843	tam-2	20.09.18.07	non-vesicular cellular import
NCU05843	tam-2	34.01.01	homeostasis of cations
NCU02066	None	10.01.05.01	DNA repair
NCU02066	None	70.10	nucleus
NCU02533	rpo-13	11.02.01	rRNA synthesis
NCU02533	rpo-13	11.02.02	tRNA synthesis
NCU02533	rpo-13	16.03.01	DNA binding
NCU02533	rpo-13	70.10	nucleus
NCU05773	None	14.13	protein/peptide degradation
NCU08560	None	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU08389	crp-51	12.01.01	ribosomal proteins
NCU08389	crp-51	70.03	cytoplasm
NCU04579	ilv-1	01.01	amino acid metabolism
NCU04579	ilv-1	70.16	mitochondrion
NCU05187	None	32.05.05	virulence, disease factors
NCU05187	None	70.02	eukaryotic plasma membrane / membrane attached
NCU01638	rpo-18	11.02.03.01	general transcription activities
NCU01638	rpo-18	70.10	nucleus
NCU07826	crp-25	12.01.01	ribosomal proteins
NCU07826	crp-25	70.03	cytoplasm
NCU07528	None	11.06.02	tRNA modification
NCU00440	gnb-1	16.19.05	GTP binding
NCU00440	gnb-1	30.01.05.05.03	trimeric G-protein mediated signal transduction
NCU06708	sec22	20.09.07	vesicular transport (Golgi network, etc.)
NCU06708	sec22	70.09	intracellular transport vesicles
NCU09789	ad-8	01.01.06.01.01	biosynthesis of aspartate
NCU09789	ad-8	01.01.06.01.02	degradation of aspartate
NCU09789	ad-8	01.03.01	purin nucleotide/nucleoside/nucleobase metabolism
NCU01979	None	01.20	secondary metabolism
NCU04430	None	14.13.04	lysosomal and vacuolar protein degradation
NCU04430	None	70.25	vacuole or lysosome
NCU06438	ser-1	10.01.05.01	DNA repair
NCU06438	ser-1	11.02.03.01	general transcription activities
NCU06438	ser-1	70.10	nucleus
NCU00277	None	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU06149	drh-10	12.04.01	translation initiation
NCU09367	stt4	01.06	lipid, fatty acid and isoprenoid metabolism
NCU05129	trp-2	01.01.09.06.01	biosynthesis of tryptophan
NCU08973	sna-4	14.04	protein targeting, sorting and translocation
NCU08973	sna-4	20.09.07.03	ER to Golgi transport
NCU08973	sna-4	70.08	Golgi
NCU04500	gh18-1	01.05.03	polysaccharide metabolism
NCU04500	gh18-1	70.27	extracellular / secretion proteins
NCU03150	crp-55	12.01	ribosome biogenesis
NCU03150	crp-55	70.03	cytoplasm
NCU02926	None	01.05	C-compound and carbohydrate metabolism
NCU02926	None	01.20	secondary metabolism
NCU02926	None	16.21.05	FAD/FMN binding
NCU06432	crp-20	12.01.01	ribosomal proteins
NCU01767	None	10.03.01	mitotic cell cycle and cell cycle control
NCU04552	crp-5	12.01.01	ribosomal proteins
NCU04552	crp-5	70.03	cytoplasm
NCU03495	None	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation
NCU03495	None	70.25	vacuole or lysosome
NCU05782	drh-2	11.04.01	rRNA processing
NCU08358	None	16.19.03	ATP binding
NCU08358	None	20.01.13	lipid/fatty acid transport
NCU08358	None	20.01.27	drug/toxin transport
NCU08358	None	20.03.25	ABC transporters
NCU08358	None	20.09.16	cellular export and secretion
NCU08358	None	70.25	vacuole or lysosome
NCU03635	crp-67	12.01	ribosome biogenesis
NCU02127	None	01.01.11.04.02	degradation of leucine
NCU02127	None	70.16	mitochondrion
NCU04865	pks-3	01.20.05.11	metabolism of polyketides
NCU04865	pks-3	32.05.05	virulence, disease factors
NCU03297	ccp-1	32.01.01	oxidative stress response
NCU03297	ccp-1	32.07.07	oxygen and radical detoxification
NCU03297	ccp-1	70.16	mitochondrion
NCU06419	mek-1	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation
NCU06419	mek-1	30.01.05.01.03	MAPKKK cascade
NCU05049	None	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation
NCU04037	gt15-2	01.05	C-compound and carbohydrate metabolism
NCU04037	gt15-2	14.07.02	modification with sugar residues (e.g. glycosylation, deglycosylation)
NCU04037	gt15-2	42.01	cell wall
NCU04037	gt15-2	70.08	Golgi
NCU04874	aod-3	02.13.03	aerobic respiration
NCU04874	aod-3	70.16	mitochondrion
NCU04404	cvc-1	20.09.07.03	ER to Golgi transport
NCU04404	cvc-1	42.09	intracellular transport vesicles
NCU06809	hle-1	01.06	lipid, fatty acid and isoprenoid metabolism
NCU07022	None	01.05	C-compound and carbohydrate metabolism
NCU00890	gh2-1	01.05.03	polysaccharide metabolism
NCU00461	gdh-1	01.01.03.02.02	degradation of glutamate
NCU05275	crp-79	12.01.01	ribosomal proteins
NCU17077	None	34.11.03.07	pheromone response, mating-type determination, sex-specific proteins
NCU00242	None	14.04	protein targeting, sorting and translocation
NCU00242	None	20.09.13	vacuolar/lysosomal transport
NCU00263	None	14.13	protein/peptide degradation
NCU08477	ypt-1	16.19.05	GTP binding
NCU08477	ypt-1	30.01	cellular signalling
NCU02738	pef-1	16.17.01	calcium binding
NCU02738	pef-1	30.01	cellular signalling
NCU02738	pef-1	40.10.02	apoptosis (type I programmed cell death)
NCU02973	mic-13	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU03702	rbg-16	11.02.01	rRNA synthesis
NCU03702	rbg-16	11.04.01	rRNA processing
NCU03702	rbg-16	70.10	nucleus
NCU06270	mpp	14.07.11	protein processing (proteolytic)
NCU06270	mpp	70.16	mitochondrion
NCU01357	None	30.01	cellular signalling
NCU01762	rbg-23	11.02.01	rRNA synthesis
NCU01762	rbg-23	11.04.01	rRNA processing
NCU02226	None	12.07	translational control
NCU08309	mlh-1	10.01.05.01	DNA repair
NCU08309	mlh-1	70.10	nucleus
NCU01511	ure-3	01.02	nitrogen, sulfur and selenium metabolism
NCU00418	nuo14.8	02.11	electron transport and membrane-associated energy conservation
NCU00418	nuo14.8	70.16	mitochondrion
NCU08319	None	34.11.03.07	pheromone response, mating-type determination, sex-specific proteins
NCU08319	None	41.01	fungal/microorganismic development
NCU01080	gh64-1	01.05	C-compound and carbohydrate metabolism
NCU06540	None	10.01.02	DNA topology
NCU06540	None	10.03.04.05	chromosome segregation/division
NCU06418	drh-6	11.04.01	rRNA processing
NCU06418	drh-6	70.10	nucleus
NCU01552	crp-28	12.01	ribosome biogenesis
NCU01552	crp-28	70.03	cytoplasm
NCU06362	None	18.02.01.01.01	GTPase activator (GAP)
NCU07262	trm-29	20.01.01.01.01	heavy metal ion transport (Cu+, Fe3+, etc.)
NCU07262	trm-29	34.01.01.01	homeostasis of metal ions (Na, K, Ca etc.)
NCU07262	trm-29	70.02	eukaryotic plasma membrane / membrane attached
NCU01234	drh-12	12.04	translation
NCU08894	None	12.10	aminoacyl-tRNA-synthetases
NCU03531	None	11.02.03.04	transcriptional control
NCU07076	gh81-1	01.05.03	polysaccharide metabolism
NCU07076	gh81-1	14.10	assembly of protein complexes
NCU07076	gh81-1	42.04.03	actin cytoskeleton
NCU09862	coq-5	01.20.15.03	metabolism of ubiquinone
NCU09862	coq-5	70.16	mitochondrion
NCU01554	dmm-1	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU04823	None	01.05	C-compound and carbohydrate metabolism
NCU04823	None	02.16.01	alcohol fermentation
NCU04062	pex20	14.04	protein targeting, sorting and translocation
NCU04062	pex20	14.10	assembly of protein complexes
NCU03059	nst-3	10.01.09.05	DNA conformation modification (e.g. chromatin)
NCU03059	nst-3	11.02.03.04	transcriptional control
NCU03059	nst-3	14.07.04	modification by acetylation, deacetylation
NCU11368	None	01.03.10	metabolism of cyclic and unusual nucleotides
NCU11368	None	70.03	cytoplasm
NCU07165	None	01.05	C-compound and carbohydrate metabolism
NCU07165	None	42.01	cell wall
NCU06351	pht-1	01.20	secondary metabolism
NCU02010	leu-4	01.01.11	metabolism of the pyruvate family (alanine, isoleucine, leucine, valine) and D-alanine
NCU02010	leu-4	70.03	cytoplasm
NCU02010	leu-4	70.16	mitochondrion
NCU07266	dph-5	14.07.09	posttranslational modification of amino acids (e.g. hydroxylation, methylation)
NCU02096	fhb-1	01.02	nitrogen, sulfur and selenium metabolism
NCU02096	fhb-1	20.01.15	electron transport
NCU02096	fhb-1	32.05.01.03	chemical agent resistance
NCU02536	coq-6	01.07.01	biosynthesis of vitamins, cofactors, and prosthetic groups
NCU07259	None	01.06	lipid, fatty acid and isoprenoid metabolism
NCU07259	None	14.07	protein modification
NCU07415	None	14.13.01	cytoplasmic and nuclear protein degradation
NCU05965	gh43-7	01.05.02.07	sugar, glucoside, polyol and carboxylate catabolism
NCU07019	csn-6	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU02407	dpd-1	02.10	tricarboxylic-acid pathway (citrate cycle, Krebs cycle, TCA cycle)
NCU02407	dpd-1	10.03.01.01.03	G1/S transition of mitotic cell cycle
NCU02407	dpd-1	70.16	mitochondrion
NCU07861	None	20.01.03	C-compound and carbohydrate transport
NCU07861	None	20.09.18	cellular import
NCU07861	None	70.02	eukaryotic plasma membrane / membrane attached
NCU08231	None	32.05.05	virulence, disease factors
NCU08231	None	43.01.03.07	development of conidia
NCU08231	None	70.02	eukaryotic plasma membrane / membrane attached
NCU05778	None	14.10	assembly of protein complexes
NCU05778	None	34.01.01.01	homeostasis of metal ions (Na, K, Ca etc.)
NCU06145	None	11.02.03.04	transcriptional control
NCU05423	None	10.01.05.01	DNA repair
NCU05423	None	11.02.03.01	general transcription activities
NCU05423	None	70.10	nucleus
NCU06141	pft-1	01.06	lipid, fatty acid and isoprenoid metabolism
NCU06141	pft-1	01.07.01	biosynthesis of vitamins, cofactors, and prosthetic groups
NCU06141	pft-1	70.16	mitochondrion
NCU06249	None	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation
NCU06249	None	30.01.05	enzyme mediated signal transduction
NCU07956	None	14.10	assembly of protein complexes
NCU07956	None	16.01	protein binding
NCU07956	None	70.10	nucleus
NCU09887	None	20.01.01.07.07	phosphate transport
NCU09887	None	20.01.03.01	sugar transport
NCU03875	crf4-1	42.10.03	organization of chromosome structure
NCU03875	crf4-1	70.10	nucleus
NCU06656	acu-15	01.05.25	regulation of C-compound and carbohydrate metabolism
NCU06656	acu-15	11.02.03.04	transcriptional control
NCU04643	None	14.07.02	modification with sugar residues (e.g. glycosylation, deglycosylation)
NCU08299	mrp-48	12.01.01	ribosomal proteins
NCU08299	mrp-48	70.16	mitochondrion
NCU08595	None	12.01	ribosome biogenesis
NCU08595	None	16.03.03	RNA binding
NCU06393	None	16.19.03	ATP binding
NCU06393	None	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU00728	None	20.01.27	drug/toxin transport
NCU00728	None	20.09.16	cellular export and secretion
NCU00728	None	32.07.05	detoxification by export
NCU03241	fkr-4	14.01	protein folding and stabilization
NCU03241	fkr-4	16.01	protein binding
NCU00895	vtr-1	14.04	protein targeting, sorting and translocation
NCU00895	vtr-1	16.19.05	GTP binding
NCU00895	vtr-1	20.09.13	vacuolar/lysosomal transport
NCU00895	vtr-1	20.09.18	cellular import
NCU00895	vtr-1	30.01	cellular signalling
NCU06436	None	32.01.11	nutrient starvation response
NCU06436	None	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU04020	None	12.10	aminoacyl-tRNA-synthetases
NCU04020	None	70.03	cytoplasm
NCU06352	None	34.11.03.07	pheromone response, mating-type determination, sex-specific proteins
NCU11248	None	01.05	C-compound and carbohydrate metabolism
NCU11248	None	14.07	protein modification
NCU06497	cdc123	10.03.01.01.03	G1/S transition of mitotic cell cycle
NCU00281	gt1-2	01.06	lipid, fatty acid and isoprenoid metabolism
NCU00281	gt1-2	32.05.05	virulence, disease factors
NCU08715	None	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU06970	None	01.03.01	purin nucleotide/nucleoside/nucleobase metabolism
NCU06970	None	01.03.04	pyrimidine nucleotide/nucleoside/nucleobase metabolism
NCU05601	cyt-2	01.20.19.01	metabolism of porphyrins
NCU03533	het-6	34.11.03.07	pheromone response, mating-type determination, sex-specific proteins
NCU03533	het-6	43.01.03	fungal and other eukaryotic cell type differentiation
NCU00086	gh76-8	01.05.03	polysaccharide metabolism
NCU05309	None	10.03.01	mitotic cell cycle and cell cycle control
NCU05309	None	16.01	protein binding
NCU09716	None	01	METABOLISM
NCU00951	ipp-1	01.04	phosphate metabolism
NCU00951	ipp-1	70.03	cytoplasm
NCU00198	tim9	14.04	protein targeting, sorting and translocation
NCU00198	tim9	16.01	protein binding
NCU00198	tim9	20.09.04	mitochondrial transport
NCU00198	tim9	70.16	mitochondrion
NCU00487	None	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU11187	None	14.04	protein targeting, sorting and translocation
NCU11187	None	16.19.05	GTP binding
NCU11187	None	20.09.05	non-vesicular ER transport
NCU11187	None	70.07	endoplasmic reticulum
NCU00669	None	01.05	C-compound and carbohydrate metabolism
NCU00669	None	14.07.02	modification with sugar residues (e.g. glycosylation, deglycosylation)
NCU05618	None	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU01288	None	01.01.13	regulation of amino acid metabolism
NCU01288	None	11.02.03.04	transcriptional control
NCU01288	None	70.10	nucleus
NCU09025	None	12	PROTEIN SYNTHESIS
NCU09025	None	42.16	mitochondrion
NCU06712	pca-6	14.13	protein/peptide degradation
NCU05169	cat-4	32.01.01	oxidative stress response
NCU05169	cat-4	32.07.07.01	catalase reaction
NCU02675	rbg-27	11.04.01	rRNA processing
NCU06960	None	01.06	lipid, fatty acid and isoprenoid metabolism
NCU08566	ro-11	10.03.04.09	nuclear migration
NCU08566	ro-11	70.03	cytoplasm
NCU07362	None	01.05	C-compound and carbohydrate metabolism
