OldLocus	OldGeneID	NewGeneID	NewLocus	PathwayID	PathwayName	URL
NCU05924.5	7000006085086833	7000007580570005	NCU05924.7	PWY2T-10	xylan degradation
NCU06652.5	7000006084989790	7000007580542621	NCU06652.7	PWY2T-11	xylose conversion to ethanol
NCU06652.5	7000006084989790	7000007580542621	NCU06652.7	PWY2T-1450	xylose fermentation
NCU06652.5	7000006084989790	7000007580542621	NCU06652.7	FERMENTATION-PWY	mixed acid fermentation
NCU06666.5	7000006084992849	7000007580579377	NCU06666.7	PWY-2301	<i>myo</i>-inositol biosynthesis
NCU06687.5	7000006084995347	7000007580584310	NCU06687.7	PWY-5067	glycogen biosynthesis II (from UDP-D-Glucose)
NCU06695.5	7000006084998221	7000007580584523	NCU06695.7	PWY2T-14	aerobic xylose fermentation
NCU06695.5	7000006084998221	7000007580584523	NCU06695.7	PWY2T-15	aerobic xylose fermentation
NCU06695.5	7000006084998221	7000007580584523	NCU06695.7	PWY2T-2574	aerobic respiration
NCU06695.5	7000006084998221	7000007580584523	NCU06695.7	PWY-3781	aerobic respiration -- electron donor II
NCU06695.5	7000006084998221	7000007580584523	NCU06695.7	PWY2T-21	redox potential pathway
NCU06698.5	7000006084998380	7000007580587098	NCU06698.7	PWY-5067	glycogen biosynthesis II (from UDP-D-Glucose)
NCU06700.5	7000006084998456	7000007580554190	NCU06700.7	LIPAS-PWY-1	triacylglycerol degradation
NCU06714.5	7000006085000758	7000007580557530	NCU06714.7	FOLSYN-PWY	tetrahydrofolate biosynthesis
NCU06714.5	7000006085000758	7000007580557530	NCU06714.7	PWY-6543	p-aminobenzoate biosynthesis
NCU06722.5	7000006085003161	7000007580550182	NCU06722.7	TRNA-CHARGING-PWY-1	tRNA charging pathway
NCU06724.5	7000006085003213	7000007580550303	NCU06724.7	GLNSYN-PWY	glutamine biosynthesis I
NCU06724.5	7000006085003213	7000007580550303	NCU06724.7	PWY-5675-1	nitrate reduction V (assimilatory)
NCU06727.5	7000006085003287	7000007580573737	NCU06727.7	BSUBPOLYAMSYN-PWY	spermidine biosynthesis I
NCU06761.5	7000006085096758	7000007580563225	NCU06761.7	PWY3DJ-11470	sphingosine and sphingosine-1-phosphate metabolism
NCU06761.5	7000006085096758	7000007580563225	NCU06761.7	SPHINGOLIPID-SYN-PWY	sphingolipid metabolism
NCU06761.5	7000006085096758	7000007580563225	NCU06761.7	PWY2T-23	sphingolipid metabolism (Neurosospora)
NCU06785.5	7000006085094173	7000007580588256	NCU06785.7	PWY-5172	acetyl-CoA biosynthesis (from citrate)
NCU06803.5	7000006085092962	7000007580588502	NCU06803.7	GLUDEG-I-PWY	glutamate degradation III (via 4-aminobutyrate)
NCU06836.5	7000006085091337	7000007580580865	NCU06836.7	PWY66-162	ethanol degradation IV (peroxisomal)
NCU06836.5	7000006085091337	7000007580580865	NCU06836.7	PWY0-1313	acetate conversion to acetyl-CoA
NCU06836.5	7000006085091337	7000007580580865	NCU06836.7	PWY66-21	ethanol degradation II (cytosol)
NCU06845.5	7000006085090124	7000007580556396	NCU06845.7	PWY-4101	sorbitol degradation I
NCU06861.5	7000006085103711	7000007580539695	NCU06861.7	PWY2T-10	xylan degradation
NCU06866.5	7000006085103691	7000007580543762	NCU06866.7	TRNA-CHARGING-PWY-1	tRNA charging pathway
NCU06870.5	7000006085103669	7000007580568641	NCU06870.7	SPHINGOLIPID-SYN-PWY	sphingolipid metabolism
NCU06870.5	7000006085103669	7000007580568641	NCU06870.7	PWY3DJ-12	ceramide biosynthesis
NCU06870.5	7000006085103669	7000007580568641	NCU06870.7	PWY2T-23	sphingolipid metabolism (Neurosospora)
NCU06871.5	7000006085103664	7000007580539827	NCU06871.7	PWY2T-19	cell wall biosynthesis (neurospora)
NCU06914.5	7000006085103137	7000007580543638	NCU06914.7	TRNA-CHARGING-PWY-1	tRNA charging pathway
NCU06924.5	7000006085102964	7000007580561932	NCU06924.7	PWY-5651	tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde
NCU06924.5	7000006085102964	7000007580561932	NCU06924.7	PWY-6309	tryptophan degradation XI (mammalian, via kynurenine)
NCU06970.5	7000006085020897	7000007580575958	NCU06970.7	PWY0-662	PRPP biosynthesis I
NCU06974.5	7000006085020924	7000007580549753	NCU06974.7	HISTSYN-PWY	histidine biosynthesis
NCU06996.5	7000006085021433	7000007580537883	NCU06996.7	PWY2T-19	cell wall biosynthesis (neurospora)
NCU06996.5	7000006085021433	7000007580537883	NCU06996.7	PWY-621-1	sucrose degradation III
NCU07001.5	7000006085021808	7000007580537582	NCU07001.7	PWY-5344	homocysteine biosynthesis
NCU07001.5	7000006085021808	7000007580537582	NCU07001.7	PWY2T-24	cysteine and methionine metabolism
NCU07022.5	7000006085022157	7000007580581538	NCU07022.7	PWY-4101	sorbitol degradation I
NCU07027.5	7000006085022452	7000007580584232	NCU07027.7	GLYCOCAT-PWY	glycogen degradation I
NCU07027.5	7000006085022452	7000007580584232	NCU07027.7	PWY-5941-1	glycogen degradation II
NCU07027.5	7000006085022452	7000007580584232	NCU07027.7	PWY-5941	glycogen degradation II
NCU07053.5	7000006085080553	7000007580556672	NCU07053.7	PWY-5458	methylglyoxal degradation V
NCU07053.5	7000006085080553	7000007580556672	NCU07053.7	PWY-2724	fatty acid &omega;-oxidation
NCU07053.5	7000006085080553	7000007580556672	NCU07053.7	PWY-5760	&beta;-alanine biosynthesis V
NCU07053.5	7000006085080553	7000007580556672	NCU07053.7	PWY66-162	ethanol degradation IV (peroxisomal)
NCU07053.5	7000006085080553	7000007580556672	NCU07053.7	PWY66-21	ethanol degradation II (cytosol)
NCU07082.5	7000006085082396	7000007580573123	NCU07082.7	TRNA-CHARGING-PWY-1	tRNA charging pathway
NCU07130.5	7000006085080318	7000007580583582	NCU07130.7	PWY2T-10	xylan degradation
NCU07143.5	7000006085080034	7000007580588724	NCU07143.7	OXIDATIVEPENT-PWY-1	pentose phosphate pathway (oxidative branch)
NCU07143.5	7000006085080034	7000007580588724	NCU07143.7	OXIDATIVEPENT-PWY	pentose phosphate pathway (oxidative branch)
NCU07165.5	7000006084988759	7000007580538589	NCU07165.7	PWY-5659	GDP-mannose biosynthesis
NCU07165.5	7000006084988759	7000007580538589	NCU07165.7	MANNCAT-PWY	D-mannose degradation
NCU07188.5	7000006085009678	7000007580584571	NCU07188.7	PWY-6168	flavin biosynthesis III (fungi)
NCU07190.5	7000006085009596	7000007580542228	NCU07190.7	PWY2T-7	cellulose degradation
NCU07190.5	7000006085009596	7000007580542228	NCU07190.7	PWY-6788	cellulose degradation II (fungi)
NCU07190.5	7000006085009596	7000007580542228	NCU07190.7	PWY2T-42	cellulose degradation III (neurospora)
NCU07225.5	7000006085006049	7000007580557776	NCU07225.7	PWY2T-10	xylan degradation
NCU07261.5	7000006085019829	7000007580581359	NCU07261.7	MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS	dolichyl-diphosphooligosaccharide biosynthesis
NCU07281.5	7000006085019275	7000007580557044	NCU07281.7	PWY-5659	GDP-mannose biosynthesis
NCU07281.5	7000006085019275	7000007580557044	NCU07281.7	PENTOSE-P-PWY-1	pentose phosphate pathway
NCU07281.5	7000006085019275	7000007580557044	NCU07281.7	ANAEROFRUCAT-PWY	homolactic fermentation
NCU07281.5	7000006085019275	7000007580557044	NCU07281.7	GLUCONEO-PWY	gluconeogenesis I
NCU07281.5	7000006085019275	7000007580557044	NCU07281.7	GLYCOLYSIS-1	glycolysis I
NCU07281.5	7000006085019275	7000007580557044	NCU07281.7	PWY-621-1	sucrose degradation III
NCU07281.5	7000006085019275	7000007580557044	NCU07281.7	PWY2T-19	cell wall biosynthesis (neurospora)
NCU07307.5	7000006085022065	7000007580576268	NCU07307.7	PWY-5970	fatty acids biosynthesis (yeast)
NCU07307.5	7000006085022065	7000007580576268	NCU07307.7	PWY-5970-1	fatty acids biosynthesis (yeast)
NCU07307.5	7000006085022065	7000007580576268	NCU07307.7	PWY-5972	stearate biosynthesis I (animals)
NCU07307.5	7000006085022065	7000007580576268	NCU07307.7	PWY-5366	palmitoleate biosynthesis II
NCU07307.5	7000006085022065	7000007580576268	NCU07307.7	PWY-5994	palmitate biosynthesis I (animals)
NCU07307.5	7000006085022065	7000007580576268	NCU07307.7	PWY-5989	stearate biosynthesis II (plants)
NCU07307.5	7000006085022065	7000007580576268	NCU07307.7	PWY-5142	acyl-ACP thioesterase pathway
NCU07307.5	7000006085022065	7000007580576268	NCU07307.7	PWY-5147	oleate biosynthesis I (plants)
NCU07307.5	7000006085022065	7000007580576268	NCU07307.7	PWY-6012	acyl carrier protein metabolism
NCU07307.5	7000006085022065	7000007580576268	NCU07307.7	PWY-5966	fatty acid biosynthesis initiation II
NCU07308.5	7000006085022060	7000007580576199	NCU07308.7	PWY-5970	fatty acids biosynthesis (yeast)
NCU07308.5	7000006085022060	7000007580576199	NCU07308.7	PWY-5970-1	fatty acids biosynthesis (yeast)
NCU07308.5	7000006085022060	7000007580576199	NCU07308.7	PWY-5972	stearate biosynthesis I (animals)
NCU07308.5	7000006085022060	7000007580576199	NCU07308.7	PWY-5366	palmitoleate biosynthesis II
NCU07308.5	7000006085022060	7000007580576199	NCU07308.7	PWY-5994	palmitate biosynthesis I (animals)
NCU07308.5	7000006085022060	7000007580576199	NCU07308.7	PWY-5989	stearate biosynthesis II (plants)
NCU07308.5	7000006085022060	7000007580576199	NCU07308.7	PWY-5142	acyl-ACP thioesterase pathway
NCU07308.5	7000006085022060	7000007580576199	NCU07308.7	PWY-5147	oleate biosynthesis I (plants)
NCU07308.5	7000006085022060	7000007580576199	NCU07308.7	PWY-6012	acyl carrier protein metabolism
NCU07308.5	7000006085022060	7000007580576199	NCU07308.7	PWY-5966	fatty acid biosynthesis initiation II
NCU07309.5	7000006085022057	7000007580573161	NCU07309.7	P164-PWY	purine nucleotides degradation III (anaerobic)
NCU07309.5	7000006085022057	7000007580573161	NCU07309.7	PWY-5497	purine nucleotides degradation IV (anaerobic)
NCU07309.5	7000006085022057	7000007580573161	NCU07309.7	SALVPURINE2-PWY	salvage pathways of guanine, xanthine, and their nucleosides
NCU07318.5	7000006085021750	7000007580573342	NCU07318.7	MANNIDEG-PWY	mannitol degradation I
NCU07340.5	7000006085020885	7000007580546069	NCU07340.7	PWY2T-7	cellulose degradation
NCU07340.5	7000006085020885	7000007580546069	NCU07340.7	PWY-6788	cellulose degradation II (fungi)
NCU07340.5	7000006085020885	7000007580546069	NCU07340.7	PWY2T-42	cellulose degradation III (neurospora)
NCU07413.5	7000006085193922	7000007580544384	NCU07413.7	PWY0-163	salvage pathways of pyrimidine ribonucleotides
NCU07442.5	7000006085104218	7000007580545086	NCU07442.7	PWY-5768	pyruvate fermentation to acetate VIII
NCU07446.5	7000006085183011	7000007580569367	NCU07446.7	PWY2T-14	aerobic xylose fermentation
NCU07446.5	7000006085183011	7000007580569367	NCU07446.7	PWY2T-15	aerobic xylose fermentation
NCU07446.5	7000006085183011	7000007580569367	NCU07446.7	PWY2T-2574	aerobic respiration
NCU07451.5	7000006085182947	7000007580540300	NCU07451.7	TRNA-CHARGING-PWY-1	tRNA charging pathway
NCU07456.5	7000006085182894	7000007580574854	NCU07456.7	PWY-6168	flavin biosynthesis III (fungi)
NCU07458.5	7000006085179573	7000007580582594	NCU07458.7	UDPNACETYLGALSYN-PWY	UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis II
NCU07550.5	7000006085203879	7000007580564931	NCU07550.7	PWY2T-1450	xylose fermentation
NCU07550.5	7000006085203879	7000007580564931	NCU07550.7	PWY-5484	glycolysis II
NCU07550.5	7000006085203879	7000007580564931	NCU07550.7	GLYCOLYSIS-1	glycolysis I
NCU07608.5	7000006085022678	7000007580567312	NCU07608.7	NONOXIPENT-PWY	pentose phosphate pathway (non-oxidative branch)
NCU07608.5	7000006085022678	7000007580567312	NCU07608.7	NONOXIPENT-PWY-1	pentose phosphate pathway (non-oxidative branch)
NCU07659.5	7000006085012594	7000007580541949	NCU07659.7	PWY2T-15	aerobic xylose fermentation
NCU07659.5	7000006085012594	7000007580541949	NCU07659.7	PWY2T-1450	xylose fermentation
NCU07659.5	7000006085012594	7000007580541949	NCU07659.7	PYRUVDEHYD-PWY	acetyl-CoA biosynthesis (from pyruvate)
NCU07681.5	7000006085015453	7000007580567159	NCU07681.7	PWY2T-14	aerobic xylose fermentation
NCU07681.5	7000006085015453	7000007580567159	NCU07681.7	PWY2T-15	aerobic xylose fermentation
NCU07681.5	7000006085015453	7000007580567159	NCU07681.7	PWY2T-2574	aerobic respiration
NCU07690.5	7000006085013745	7000007580578660	NCU07690.7	PWY-3841	formylTHF biosynthesis II
NCU07690.5	7000006085013745	7000007580578660	NCU07690.7	PWY-2201	folate transformations
NCU07690.5	7000006085013745	7000007580578660	NCU07690.7	1CMET2-PWY	formylTHF biosynthesis I
NCU07690.5	7000006085013745	7000007580578660	NCU07690.7	PWY2T-24	cysteine and methionine metabolism
NCU07697.5	7000006085013573	7000007580581527	NCU07697.7	PWY-5690	TCA cycle variation III (eukaryotic)
NCU07719.5	7000006085023508	7000007580560715	NCU07719.7	PWY-922	mevalonate pathway I
NCU07719.5	7000006085023508	7000007580560715	NCU07719.7	PWY-5123	<i>trans, trans</i>-farnesyl diphosphate biosynthesis I
NCU07725.5	7000006085023477	7000007580581656	NCU07725.7	PHESYN	phenylalanine biosynthesis I
NCU07725.5	7000006085023477	7000007580581656	NCU07725.7	TYRSYN-1	tyrosine biosynthesis I
NCU07732.5	7000006085019987	7000007580546013	NCU07732.7	PWY-5686	uridine-5'-phosphate biosynthesis
NCU07732.5	7000006085019987	7000007580546013	NCU07732.7	ARGSYNBSUB-PWY-1	arginine biosynthesis II (acetyl cycle)
NCU07741.5	7000006084981886	7000007580542298	NCU07741.7	TRIGLSYN-PWY	triacylglycerol biosynthesis
NCU07741.5	7000006084981886	7000007580542298	NCU07741.7	PWY-5667	CDP-diacylglycerol biosynthesis I
NCU07755.5	7000006084978511	7000007580581699	NCU07755.7	TRNA-CHARGING-PWY-1	tRNA charging pathway
NCU07760.5	7000006084977658	7000007580586931	NCU07760.7	PWY2T-7	cellulose degradation
NCU07760.5	7000006084977658	7000007580586931	NCU07760.7	PWY-6788	cellulose degradation II (fungi)
NCU07760.5	7000006084977658	7000007580586931	NCU07760.7	PWY2T-42	cellulose degradation III (neurospora)
NCU07773.5	7000006084975574	7000007580573906	NCU07773.7	PWY0-166	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I
NCU07774.5	7000006084975548	7000007580546290	NCU07774.7	FOLSYN-PWY	tetrahydrofolate biosynthesis
NCU07774.5	7000006084975548	7000007580546290	NCU07774.7	PWY-6147	6-hydroxymethyl-dihydropterin diphosphate biosynthesis
NCU07774.5	7000006084975548	7000007580546290	NCU07774.7	PWY-5663	tetrahydrobiopterin biosynthesis I
NCU07807.5	7000006084981046	7000007580542410	NCU07807.7	PWY2T-1450	xylose fermentation
NCU07807.5	7000006084981046	7000007580542410	NCU07807.7	PWY-5484	glycolysis II
NCU07807.5	7000006084981046	7000007580542410	NCU07807.7	GLUCONEO-PWY	gluconeogenesis I
NCU07807.5	7000006084981046	7000007580542410	NCU07807.7	GLYCOLYSIS-1	glycolysis I
NCU07811.5	7000006084980648	7000007580567601	NCU07811.7	PWY-6126-1	adenosine nucleotides <i>de novo</i> biosynthesis
NCU07849.5	7000006085197417	7000007580582192	NCU07849.7	PWY-5194	siroheme biosynthesis
NCU07849.5	7000006085197417	7000007580582192	NCU07849.7	THISYNARA-PWY	thiamine biosynthesis II
NCU07849.5	7000006085197417	7000007580582192	NCU07849.7	PWY3O-17	thiamine biosynthesis
NCU07853.5	7000006085197465	7000007580564724	NCU07853.7	PWY-5691	urate degradation to allantoin
NCU07887.5	7000006085202223	7000007580539367	NCU07887.7	PWY0-166	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I
NCU07887.5	7000006085202223	7000007580539367	NCU07887.7	PWY-6126-1	adenosine nucleotides <i>de novo</i> biosynthesis
NCU07914.5	7000006085018274	7000007580583984	NCU07914.7	PWY2T-1450	xylose fermentation
NCU07914.5	7000006085018274	7000007580583984	NCU07914.7	PWY-5484	glycolysis II
NCU07914.5	7000006085018274	7000007580583984	NCU07914.7	GLUCONEO-PWY	gluconeogenesis I
NCU07914.5	7000006085018274	7000007580583984	NCU07914.7	GLYCOLYSIS-1	glycolysis I
NCU07926.5	7000006085016750	7000007580545745	NCU07926.7	TRNA-CHARGING-PWY-1	tRNA charging pathway
NCU07930.5	7000006085016653	7000007580578896	NCU07930.7	PWY-5041	<i>S</i>-adenosyl-L-methionine cycle II
NCU07930.5	7000006085016653	7000007580578896	NCU07930.7	METHIONINE-DEG1-PWY	methionine degradation I (to homocysteine)
NCU07930.5	7000006085016653	7000007580578896	NCU07930.7	PWY2T-24	cysteine and methionine metabolism
NCU07937.5	7000006085016714	7000007580570530	NCU07937.7	PWY3DJ-11470	sphingosine and sphingosine-1-phosphate metabolism
NCU07937.5	7000006085016714	7000007580570530	NCU07937.7	SPHINGOLIPID-SYN-PWY	sphingolipid metabolism
NCU07937.5	7000006085016714	7000007580570530	NCU07937.7	PWY2T-23	sphingolipid metabolism (Neurosospora)
NCU07941.5	7000006085014972	7000007580553705	NCU07941.7	CYSTEINE-DEG-PWY	L-cysteine degradation I
NCU07941.5	7000006085014972	7000007580553705	NCU07941.7	ASPARTATESYN-PWY	aspartate biosynthesis
NCU07941.5	7000006085014972	7000007580553705	NCU07941.7	MALATE-ASPARTATE-SHUTTLE-PWY	aspartate degradation II
NCU07965.5	7000006085013022	7000007580550025	NCU07965.7	MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS	dolichyl-diphosphooligosaccharide biosynthesis
NCU07982.5	7000006085020282	7000007580576359	NCU07982.7	ILEUSYN-PWY	isoleucine biosynthesis I (from threonine)
NCU07982.5	7000006085020282	7000007580576359	NCU07982.7	VALSYN-PWY	valine biosynthesis
NCU07982.5	7000006085020282	7000007580576359	NCU07982.7	PWY-5939	(<i>R</i>)-acetoin biosynthesis II
NCU08002.5	7000006085021262	7000007580584220	NCU08002.7	PWY-6111-1	mitochondrial L-carnitine shuttle pathway II (fungi)
NCU08005.5	7000006085021276	7000007580583848	NCU08005.7	PWY2T-21	redox potential pathway
NCU08035.5	7000006085022032	7000007580541791	NCU08035.7	PWY2T-14	aerobic xylose fermentation
NCU08035.5	7000006085022032	7000007580541791	NCU08035.7	PWY2T-15	aerobic xylose fermentation
NCU08035.5	7000006085022032	7000007580541791	NCU08035.7	PWY2T-2574	aerobic respiration
NCU08133.5	7000006085101627	7000007580543586	NCU08133.7	CYANCAT-PWY	cyanate degradation
NCU08162.5	7000006085099895	7000007580551868	NCU08162.7	ARGSYNBSUB-PWY-1	arginine biosynthesis II (acetyl cycle)
NCU08189.5	7000006085208930	7000007580551100	NCU08189.7	PWY2T-10	xylan degradation
NCU08195.5	7000006085211428	7000007580539036	NCU08195.7	TRNA-CHARGING-PWY-1	tRNA charging pathway
NCU08216.5	7000006085195745	7000007580550866	NCU08216.7	PWY-801	homocysteine and cysteine interconversion
NCU08216.5	7000006085195745	7000007580550866	NCU08216.7	HOMOCYSDEGR-PWY	cysteine biosynthesis/homocysteine degradation
NCU08216.5	7000006085195745	7000007580550866	NCU08216.7	PWY2T-24	cysteine and methionine metabolism
NCU08227.5	7000006085195995	7000007580550913	NCU08227.7	PWY2T-7	cellulose degradation
NCU08227.5	7000006085195995	7000007580550913	NCU08227.7	PWY-6788	cellulose degradation II (fungi)
NCU08227.5	7000006085195995	7000007580550913	NCU08227.7	PWY2T-42	cellulose degradation III (neurospora)
NCU08269.5	7000006085020621	7000007580564064	NCU08269.7	PLPSAL-PWY	pyridoxal 5'-phosphate salvage pathway
NCU08272.5	7000006085020608	7000007580563980	NCU08272.7	PWY-5458	methylglyoxal degradation V
NCU08280.5	7000006085020564	7000007580576175	NCU08280.7	PWY-5670	epoxysqualene biosynthesis
NCU08287.5	7000006085020058	7000007580557333	NCU08287.7	ARGSYNBSUB-PWY-1	arginine biosynthesis II (acetyl cycle)
NCU08287.5	7000006085020058	7000007580557333	NCU08287.7	PWY-5686	uridine-5'-phosphate biosynthesis
NCU08291.5	7000006085020039	7000007580564158	NCU08291.7	HEME-BIOSYNTHESIS-II	heme biosynthesis from uroporphyrinogen-III I
NCU08313.5	7000006085018982	7000007580546029	NCU08313.7	PWY-6168	flavin biosynthesis III (fungi)
NCU08336.5	7000006085184232	7000007580571832	NCU08336.7	PWY-4302	aerobic respiration -- electron donor III
NCU08336.5	7000006085184232	7000007580571832	NCU08336.7	PWY-5690	TCA cycle variation III (eukaryotic)
NCU08336.5	7000006085184232	7000007580571832	NCU08336.7	PWY-3781	aerobic respiration -- electron donor II
NCU08336.5	7000006085184232	7000007580571832	NCU08336.7	PWY-561	superpathway of glyoxylate cycle
NCU08341.5	7000006085181116	7000007580571980	NCU08341.7	PWY-6137	copper transport II
NCU08352.5	7000006085178073	7000007580562852	NCU08352.7	THIOREDOX-PWY	thioredoxin pathway
NCU08359.5	7000006085177956	7000007580544513	NCU08359.7	PWY0-163	salvage pathways of pyrimidine ribonucleotides
NCU08384.5	7000006085172393	7000007580585143	NCU08384.7	PWY-5516-1	xylose degradation II
NCU08384.5	7000006085172393	7000007580585143	NCU08384.7	PWY-5516	xylose degradation II
NCU08398.5	7000006085103434	7000007580551306	NCU08398.7	PWY-6317	galactose degradation I (Leloir pathway)
NCU08441.5	7000006085098992	7000007580566681	NCU08441.7	PWY-5972	stearate biosynthesis I (animals)
NCU08515.5	7000006085094524	7000007580588442	NCU08515.7	PWY2T-14	aerobic xylose fermentation
NCU08515.5	7000006085094524	7000007580588442	NCU08515.7	PWY2T-15	aerobic xylose fermentation
NCU08515.5	7000006085094524	7000007580588442	NCU08515.7	PWY2T-2574	aerobic respiration
NCU08516.5	7000006085094510	7000007580588482	NCU08516.7	PWY-6317	galactose degradation I (Leloir pathway)
NCU08535.5	7000006085206694	7000007580539245	NCU08535.7	PWY0-1264	biotin-carboxyl carrier protein assembly
NCU08643.5	7000006085020869	7000007580537982	NCU08643.7	THISYNARA-PWY	thiamine biosynthesis II
NCU08643.5	7000006085020869	7000007580537982	NCU08643.7	PWY3O-17	thiamine biosynthesis
NCU08661.5	7000006085020312	7000007580545842	NCU08661.7	PANTO-PWY	pantothenate biosynthesis I
NCU08671.5	7000006085019796	7000007580567489	NCU08671.7	PWY-922	mevalonate pathway I
NCU08685.5	7000006085019254	7000007580576145	NCU08685.7	PWY-6121	5-aminoimidazole ribonucleotide biosynthesis I
NCU08687.5	7000006085019240	7000007580553549	NCU08687.7	PWY-6317	galactose degradation I (Leloir pathway)
NCU08746.5	7000006085098598	7000007580566508	NCU08746.7	PWY-5767	glycogen degradation III
NCU08755.5	7000006085196098	7000007580558145	NCU08755.7	PWY2T-7	cellulose degradation
NCU08755.5	7000006085196098	7000007580558145	NCU08755.7	PWY-6788	cellulose degradation II (fungi)
NCU08755.5	7000006085196098	7000007580558145	NCU08755.7	PWY2T-42	cellulose degradation III (neurospora)
NCU08762.5	7000006085196073	7000007580550957	NCU08762.7	PWY-6074	zymosterol biosynthesis
NCU08791.5	7000006085211608	7000007580547247	NCU08791.7	PWY66-162	ethanol degradation IV (peroxisomal)
NCU08791.5	7000006085211608	7000007580547247	NCU08791.7	DETOX1-PWY	superoxide radicals degradation
NCU08828.5	7000006085019926	7000007580584210	NCU08828.7	PWY-5177	glutaryl-CoA degradation
NCU08828.5	7000006085019926	7000007580584210	NCU08828.7	FAO-PWY	fatty acid &beta;-oxidation I
NCU08828.5	7000006085019926	7000007580584210	NCU08828.7	PWY-5136-1	fatty acid &beta;-oxidation II (core pathway)
NCU08888.5	7000006084979064	7000007580567827	NCU08888.7	TRNA-CHARGING-PWY-1	tRNA charging pathway
NCU08894.5	7000006084976932	7000007580573940	NCU08894.7	TRNA-CHARGING-PWY-1	tRNA charging pathway
NCU08898.5	7000006084976713	7000007580587318	NCU08898.7	LYSINE-AMINOAD-PWY	lysine biosynthesis IV
NCU08930.5	7000006084988113	7000007580550157	NCU08930.7	PWY-4302	aerobic respiration -- electron donor III
NCU08930.5	7000006084988113	7000007580550157	NCU08930.7	PWY2T-14	aerobic xylose fermentation
NCU08930.5	7000006084988113	7000007580550157	NCU08930.7	PWY2T-15	aerobic xylose fermentation
NCU08930.5	7000006084988113	7000007580550157	NCU08930.7	PWY2T-2574	aerobic respiration
NCU08930.5	7000006084988113	7000007580550157	NCU08930.7	PWY-3781	aerobic respiration -- electron donor II
NCU08930.5	7000006084988113	7000007580550157	NCU08930.7	PWY2T-21	redox potential pathway
NCU08998.5	7000006085195942	7000007580554662	NCU08998.7	GLUDEG-I-PWY	glutamate degradation III (via 4-aminobutyrate)
NCU08998.5	7000006085195942	7000007580554662	NCU08998.7	PWY-6535	4-aminobutyrate degradation I
NCU08998.5	7000006085195942	7000007580554662	NCU08998.7	PWY-6537	4-aminobutyrate degradation II
NCU09090.5	7000006085105165	7000007580548230	NCU09090.7	COA-PWY	coenzyme A biosynthesis
NCU09111.5	7000006085195047	7000007580569289	NCU09111.7	OXIDATIVEPENT-PWY-1	pentose phosphate pathway (oxidative branch)
NCU09111.5	7000006085195047	7000007580569289	NCU09111.7	OXIDATIVEPENT-PWY	pentose phosphate pathway (oxidative branch)
NCU09119.5	7000006085105537	7000007580587405	NCU09119.7	PWY2T-14	aerobic xylose fermentation
NCU09119.5	7000006085105537	7000007580587405	NCU09119.7	PWY2T-15	aerobic xylose fermentation
NCU09119.5	7000006085105537	7000007580587405	NCU09119.7	PWY2T-2574	aerobic respiration
NCU09183.5	7000006085202150	7000007580561907	NCU09183.7	PWY-5651	tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde
NCU09183.5	7000006085202150	7000007580561907	NCU09183.7	PWY-6309	tryptophan degradation XI (mammalian, via kynurenine)
NCU09192.5	7000006085184323	7000007580569071	NCU09192.7	PWY-6352	3-phosphoinositide biosynthesis
NCU09233.5	7000006085194320	7000007580585093	NCU09233.7	PWY-6168	flavin biosynthesis III (fungi)
NCU09266.5	7000006085192186	7000007580580132	NCU09266.7	VALDEG-PWY	valine degradation I
NCU09320.5	7000006085183953	7000007580555606	NCU09320.7	HISTSYN-PWY	histidine biosynthesis
NCU09324.5	7000006085180747	7000007580556304	NCU09324.7	PWY2T-19	cell wall biosynthesis (neurospora)
NCU09367.5	7000006085169055	7000007580582555	NCU09367.7	PWY-6352	3-phosphoinositide biosynthesis
NCU09371.5	7000006085105968	7000007580583165	NCU09371.7	PWY-6168	flavin biosynthesis III (fungi)
NCU09463.5	7000006085095922	7000007580580841	NCU09463.7	TRNA-CHARGING-PWY-1	tRNA charging pathway
NCU09497.5	7000006085197819	7000007580565189	NCU09497.7	PWY2T-2576	&alpha;-linolenate biosynthesis II (neurospora)
NCU09497.5	7000006085197819	7000007580565189	NCU09497.7	PWY2T-2575	linoleate biosynthesis II (neurospora)
NCU09545.5	7000006085010353	7000007580554356	NCU09545.7	PWY-3841	formylTHF biosynthesis II
NCU09545.5	7000006085010353	7000007580554356	NCU09545.7	PWY-2201	folate transformations
NCU09545.5	7000006085010353	7000007580554356	NCU09545.7	1CMET2-PWY	formylTHF biosynthesis I
NCU09545.5	7000006085010353	7000007580554356	NCU09545.7	PWY2T-24	cysteine and methionine metabolism
NCU09553.5	7000006084986621	7000007580587026	NCU09553.7	PWY-5177	glutaryl-CoA degradation
NCU09560.5	7000006085103463	7000007580555293	NCU09560.7	DETOX1-PWY	superoxide radicals degradation
NCU09594.5	7000006085091050	7000007580556393	NCU09594.7	TRNA-CHARGING-PWY-1	tRNA charging pathway
