geneid	funcatid	funcattermname	pubmedid	evidencecode
NCU02727	01.01.09.01.02	degradation of glycine	PMID:15486203	IEA
NCU02728	11.04.03.01	splicing	PMID:15486203	IEA
NCU02728	70.10	nucleus	PMID:15486203	IEA
NCU02729	11.02.03.04	transcriptional control	PMID:15486203	IEA
NCU02729	40.01.05	growth regulators / regulation of cell size	PMID:15486203	IEA
NCU02729	70.10	nucleus	PMID:15486203	IEA
NCU02734	02.10	tricarboxylic-acid pathway (citrate cycle, Krebs cycle, TCA cycle)	PMID:15486203	IEA
NCU02738	16.17.01	calcium binding	PMID:15486203	IEA
NCU02738	30.01	cellular signalling	PMID:15486203	IEA
NCU02738	40.10.02	apoptosis (type I programmed cell death)	PMID:15486203	IEA
NCU02741	10.01.05	DNA recombination and DNA repair	PMID:15486203	IEA
NCU02741	70.10	nucleus	PMID:15486203	IEA
NCU02744	12.01.01	ribosomal proteins	PMID:15486203	IEA
NCU02744	70.03	cytoplasm	PMID:15486203	IEA
NCU02746	02.45.15	energy generation (e.g. ATP synthase)	PMID:15486203	IEA
NCU02746	20.01.01.01	cation transport (H+, Na+, K+, Ca2+ , NH4+, etc.)	PMID:15486203	IEA
NCU02746	20.03.22	transport ATPases	PMID:15486203	IEA
NCU02746	20.09.13	vacuolar/lysosomal transport	PMID:15486203	IEA
NCU02746	34.01.01.03	homeostasis of protons	PMID:15486203	IEA
NCU02746	70.25	vacuole or lysosome	PMID:15486203	IEA
NCU02751	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation	PMID:15486203	IEA
NCU02751	30.01.05	enzyme mediated signal transduction	PMID:15486203	IEA
NCU02752	11.02.03.04.01	transcription activation	PMID:15486203	IEA
NCU02754	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation	PMID:15486203	IEA
NCU02754	30.01.05	enzyme mediated signal transduction	PMID:15486203	IEA
NCU02754	34.11.11	rhythm (e.g. circadian, ultradian)	PMID:15486203	IEA
NCU02757	12.01.01	ribosomal proteins	PMID:15486203	IEA
NCU02757	70.16	mitochondrion	PMID:15486203	IEA
NCU02771	01.07.01	biosynthesis of vitamins, cofactors, and prosthetic groups	PMID:15486203	IEA
NCU02771	01.20.19.01	metabolism of porphyrins	PMID:15486203	IEA
NCU02771	70.03	cytoplasm	PMID:15486203	IEA
NCU02776	10.03.01.01.05	S phase of mitotic cell cycle	PMID:15486203	IEA
NCU02778	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU02778	14.07	protein modification	PMID:15486203	IEA
NCU02778	70.07	endoplasmic reticulum	PMID:15486203	IEA
NCU02780	11.04.03.01	splicing	PMID:15486203	IEA
NCU02781	40.01	cell growth / morphogenesis	PMID:15486203	IEA
NCU02781	42.04.03	actin cytoskeleton	PMID:15486203	IEA
NCU02781	43.01.03.05	budding, cell polarity and filament formation	PMID:15486203	IEA
NCU02781	70.04	cytoskeleton	PMID:15486203	IEA
NCU02783	20.01.07	amino acid/amino acid derivatives transport	PMID:15486203	IEA
NCU02783	20.09.18.07	non-vesicular cellular import	PMID:15486203	IEA
NCU02783	70.02	eukaryotic plasma membrane / membrane attached	PMID:15486203	IEA
NCU02785	01.05.11.04	aromate anabolism	PMID:15486203	IEA
NCU02787	11.02.03.04	transcriptional control	PMID:15486203	IEA
NCU02787	16.03.01	DNA binding	PMID:15486203	IEA
NCU02789	42.10.03	organization of chromosome structure	PMID:15486203	IEA
NCU02795	10.01.09.05	DNA conformation modification (e.g. chromatin)	PMID:15486203	IEA
NCU02795	11.02.03.04	transcriptional control	PMID:15486203	IEA
NCU02795	14.07	protein modification	PMID:15486203	IEA
NCU02795	42.10.03	organization of chromosome structure	PMID:15486203	IEA
NCU02795	70.10.03	chromosome	PMID:15486203	IEA
NCU02797	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU02801	16.13	C-compound binding	PMID:15486203	IEA
NCU02802	01.01	amino acid metabolism	PMID:15486203	IEA
NCU02802	20.01.07	amino acid/amino acid derivatives transport	PMID:15486203	IEA
NCU02802	20.09.04	mitochondrial transport	PMID:15486203	IEA
NCU02802	70.16	mitochondrion	PMID:15486203	IEA
NCU02803	11.04.03.01	splicing	PMID:15486203	IEA
NCU02803	16.19.03	ATP binding	PMID:15486203	IEA
NCU02804	12.01.01	ribosomal proteins	PMID:15486203	IEA
NCU02804	70.16	mitochondrion	PMID:15486203	IEA
NCU02807	02.13	respiration	PMID:15486203	IEA
NCU02807	18.02.01	enzymatic activity regulation / enzyme regulator	PMID:15486203	IEA
NCU02807	70.16	mitochondrion	PMID:15486203	IEA
NCU02808	20.09.01	nuclear transport	PMID:15486203	IEA
NCU02808	70.10	nucleus	PMID:15486203	IEA
NCU02810	12.04.01	translation initiation	PMID:15486203	IEA
NCU02810	16.19.05	GTP binding	PMID:15486203	IEA
NCU02810	70.03	cytoplasm	PMID:15486203	IEA
NCU02814	10.03.01.03	cell cycle checkpoints (checkpoints of morphogenesis, DNA-damage,-replication, mitotic phase and spindle)	PMID:15486203	IEA
NCU02814	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation	PMID:15486203	IEA
NCU02814	30.01	cellular signalling	PMID:15486203	IEA
NCU02814	70.10	nucleus	PMID:15486203	IEA
NCU02815	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation	PMID:15486203	IEA
NCU02815	30.05.01.10	two-component signal transduction system (sensor kinase component)	PMID:15486203	IEA
NCU02815	34.11.03.13	osmosensing and response	PMID:15486203	IEA
NCU02815	42.01	cell wall	PMID:15486203	IEA
NCU02815	43.01.03.06	hyphae formation	PMID:15486203	IEA
NCU02829	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU02839	14.01	protein folding and stabilization	PMID:15486203	IEA
NCU02839	70.03	cytoplasm	PMID:15486203	IEA
NCU02850	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU02850	02.16	fermentation	PMID:15486203	IEA
NCU02852	01.20	secondary metabolism	PMID:15486203	IEA
NCU02855	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU02855	32	CELL RESCUE, DEFENSE AND VIRULENCE	PMID:15486203	IEA
NCU02885	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation	PMID:15486203	IEA
NCU02885	30.01	cellular signalling	PMID:15486203	IEA
NCU02887	20.03.01.01	ion channels	PMID:15486203	IEA
NCU02887	34.01.01.01	homeostasis of metal ions (Na, K, Ca etc.)	PMID:15486203	IEA
NCU02894	01.06	lipid, fatty acid and isoprenoid metabolism	PMID:15486203	IEA
NCU02903	30.01	cellular signalling	PMID:15486203	IEA
NCU02903	32.05.05	virulence, disease factors	PMID:15486203	IEA
NCU02903	43.01.03	fungal and other eukaryotic cell type differentiation	PMID:15486203	IEA
NCU02903	70.02	eukaryotic plasma membrane / membrane attached	PMID:15486203	IEA
NCU02904	01.05.11.07.01	aerobic aromate catabolism	PMID:15486203	IEA
NCU02904	01.20	secondary metabolism	PMID:15486203	IEA
NCU02905	12.01.01	ribosomal proteins	PMID:15486203	IEA
NCU02905	70.03	cytoplasm	PMID:15486203	IEA
NCU02906	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU02906	70.16	mitochondrion	PMID:15486203	IEA
NCU02909	01.05.03	polysaccharide metabolism	PMID:15486203	IEA
NCU02913	11.02.03.04	transcriptional control	PMID:15486203	IEA
NCU02914	14.07.05	modification by ubiquitination, deubiquitination	PMID:15486203	IEA
NCU02916	01.05.03	polysaccharide metabolism	PMID:15486203	IEA
NCU02918	32.05.05	virulence, disease factors	PMID:15486203	IEA
NCU02922	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU02923	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU02923	32.05.05	virulence, disease factors	PMID:15486203	IEA
NCU02924	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU02924	32.07.03	detoxification by modification	PMID:15486203	IEA
NCU02925	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU02925	01.20	secondary metabolism	PMID:15486203	IEA
NCU02926	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU02926	01.20	secondary metabolism	PMID:15486203	IEA
NCU02926	16.21.05	FAD/FMN binding	PMID:15486203	IEA
NCU02927	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU02930	01.07.01	biosynthesis of vitamins, cofactors, and prosthetic groups	PMID:15486203	IEA
NCU02930	01.07.03	catabolism of vitamins, cofactors, and prosthetic groups	PMID:15486203	IEA
NCU02934	11.02.03.04.01	transcription activation	PMID:15486203	IEA
NCU02934	70.10	nucleus	PMID:15486203	IEA
NCU02936	01.01	amino acid metabolism	PMID:15486203	IEA
NCU02948	01.05.11.07.01	aerobic aromate catabolism	PMID:15486203	IEA
NCU02951	12.01.01	ribosomal proteins	PMID:15486203	IEA
NCU02954	01.01.11.02.01	biosynthesis of isoleucine	PMID:15486203	IEA
NCU02954	01.01.11.03.01	biosynthesis of valine	PMID:15486203	IEA
NCU02954	01.01.11.04.01	biosynthesis of leucine	PMID:15486203	IEA
NCU02955	12.04.02	translation elongation	PMID:15486203	IEA
NCU02955	70.16	mitochondrion	PMID:15486203	IEA
NCU02956	14.13	protein/peptide degradation	PMID:15486203	IEA
NCU02960	20.09.03	peroxisomal transport	PMID:15486203	IEA
NCU02961	01.03.16.01	RNA degradation	PMID:15486203	IEA
NCU02963	11.02.03.04.03	transcription repression	PMID:15486203	IEA
NCU02963	14.01	protein folding and stabilization	PMID:15486203	IEA
NCU02965	10.01.03	DNA synthesis and replication	PMID:15486203	IEA
NCU02965	70.10	nucleus	PMID:15486203	IEA
NCU02966	30.01	cellular signalling	PMID:15486203	IEA
NCU02967	14.13	protein/peptide degradation	PMID:15486203	IEA
NCU02968	11.02.03.04	transcriptional control	PMID:15486203	IEA
NCU02970	14.01	protein folding and stabilization	PMID:15486203	IEA
NCU02970	32.01	stress response	PMID:15486203	IEA
NCU02979	01.03.01	purin nucleotide/nucleoside/nucleobase metabolism	PMID:15486203	IEA
NCU02979	02.45	energy conversion and regeneration	PMID:15486203	IEA
NCU02980	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU02980	14.07	protein modification	PMID:15486203	IEA
NCU02980	20.01.03	C-compound and carbohydrate transport	PMID:15486203	IEA
NCU02980	20.03	transport facilities	PMID:15486203	IEA
NCU02980	70.08	Golgi	PMID:15486203	IEA
NCU02982	14.13	protein/peptide degradation	PMID:15486203	IEA
NCU02988	20.09.18	cellular import	PMID:15486203	IEA
NCU02988	40.01	cell growth / morphogenesis	PMID:15486203	IEA
NCU02988	43.01.03	fungal and other eukaryotic cell type differentiation	PMID:15486203	IEA
NCU02988	43.01.03.05	budding, cell polarity and filament formation	PMID:15486203	IEA
NCU02988	70.04	cytoskeleton	PMID:15486203	IEA
NCU02991	38	TRANSPOSABLE ELEMENTS, VIRAL AND PLASMID PROTEINS	PMID:15486203	IEA
NCU02997	32.10.07	degradation / modification of foreign (exogenous) polysaccharides	PMID:15486203	IEA
NCU03001	10.03.01.03	cell cycle checkpoints (checkpoints of morphogenesis, DNA-damage,-replication, mitotic phase and spindle)	PMID:15486203	IEA
NCU03004	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU03004	02.01	glycolysis and gluconeogenesis	PMID:15486203	IEA
NCU03004	70.16	mitochondrion	PMID:15486203	IEA
NCU03006	01.06	lipid, fatty acid and isoprenoid metabolism	PMID:15486203	IEA
NCU03006	70	SUBCELLULAR LOCALIZATION	PMID:15486203	IEA
NCU03009	70.10.03	chromosome	PMID:15486203	IEA
NCU03010	01.01	amino acid metabolism	PMID:15486203	IEA
NCU03010	70.03	cytoplasm	PMID:15486203	IEA
NCU03011	14.07	protein modification	PMID:15486203	IEA
NCU03011	18.02.01.01	enzyme activator	PMID:15486203	IEA
NCU03013	32.01	stress response	PMID:15486203	IEA
NCU03013	32.07.03	detoxification by modification	PMID:15486203	IEA
NCU03015	34.11.03.07	pheromone response, mating-type determination, sex-specific proteins	PMID:15486203	IEA
NCU03015	43.01.03	fungal and other eukaryotic cell type differentiation	PMID:15486203	IEA
NCU03021	20.09.16	cellular export and secretion	PMID:15486203	IEA
NCU03021	34.11.03.11	pH response	PMID:15486203	IEA
NCU03023	01.05.11.07.01	aerobic aromate catabolism	PMID:15486203	IEA
NCU03024	20.09.07	vesicular transport (Golgi network, etc.)	PMID:15486203	IEA
NCU03024	70.08	Golgi	PMID:15486203	IEA
NCU03026	01.05.09.04	aminosaccharide anabolism	PMID:15486203	IEA
NCU03026	01.05.09.07	aminosaccharide catabolism	PMID:15486203	IEA
NCU03028	10.03.01	mitotic cell cycle and cell cycle control	PMID:15486203	IEA
NCU03029	01.02.07	regulation of nitrogen, sulfur and selenium metabolism	PMID:15486203	IEA
NCU03030	11.02.03	mRNA synthesis	PMID:15486203	IEA
NCU03030	11.04.03.01	splicing	PMID:15486203	IEA
NCU03030	12.10	aminoacyl-tRNA-synthetases	PMID:15486203	IEA
NCU03030	70.16	mitochondrion	PMID:15486203	IEA
NCU03031	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU03031	02.10	tricarboxylic-acid pathway (citrate cycle, Krebs cycle, TCA cycle)	PMID:15486203	IEA
NCU03031	02.11	electron transport and membrane-associated energy conservation	PMID:15486203	IEA
NCU03031	02.13	respiration	PMID:15486203	IEA
NCU03031	70.16	mitochondrion	PMID:15486203	IEA
NCU03032	01.06	lipid, fatty acid and isoprenoid metabolism	PMID:15486203	IEA
NCU03033	11.02.03.04	transcriptional control	PMID:15486203	IEA
NCU03037	10.01.09.05	DNA conformation modification (e.g. chromatin)	PMID:15486203	IEA
NCU03037	14.07.09	posttranslational modification of amino acids (e.g. hydroxylation, methylation)	PMID:15486203	IEA
NCU03038	12.01.01	ribosomal proteins	PMID:15486203	IEA
NCU03038	70.03	cytoplasm	PMID:15486203	IEA
NCU03039	11.04.03.01	splicing	PMID:15486203	IEA
NCU03039	16.03.03	RNA binding	PMID:15486203	IEA
NCU03042	11.04.03.01	splicing	PMID:15486203	IEA
NCU03042	70.10.09	nuclear speckles	PMID:15486203	IEA
NCU03043	11.02.03.04	transcriptional control	PMID:15486203	IEA
NCU03043	16.03.01	DNA binding	PMID:15486203	IEA
NCU03043	70.10	nucleus	PMID:15486203	IEA
NCU03050	14.10	assembly of protein complexes	PMID:15486203	IEA
NCU03050	42.04.03	actin cytoskeleton	PMID:15486203	IEA
NCU03050	70.04.03	actin cytoskeleton	PMID:15486203	IEA
NCU03051	11.04.01	rRNA processing	PMID:15486203	IEA
NCU03051	16.03.03	RNA binding	PMID:15486203	IEA
NCU03051	70.10	nucleus	PMID:15486203	IEA
NCU03055	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU03055	14.07.02.02	N-directed glycosylation, deglycosylation	PMID:15486203	IEA
NCU03055	42.01	cell wall	PMID:15486203	IEA
NCU03055	42.04.03	actin cytoskeleton	PMID:15486203	IEA
NCU03055	43.01.03.05	budding, cell polarity and filament formation	PMID:15486203	IEA
NCU03059	10.01.09.05	DNA conformation modification (e.g. chromatin)	PMID:15486203	IEA
NCU03059	11.02.03.04	transcriptional control	PMID:15486203	IEA
NCU03059	14.07.04	modification by acetylation, deacetylation	PMID:15486203	IEA
NCU03062	11.04.03.01	splicing	PMID:15486203	IEA
NCU03062	70.10	nucleus	PMID:15486203	IEA
NCU03065	10.03.01	mitotic cell cycle and cell cycle control	PMID:15486203	IEA
NCU03066	12.01	ribosome biogenesis	PMID:15486203	IEA
NCU03066	16.19.05	GTP binding	PMID:15486203	IEA
NCU03066	20.03	transport facilities	PMID:15486203	IEA
NCU03066	70.10	nucleus	PMID:15486203	IEA
NCU03071	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation	PMID:15486203	IEA
NCU03071	18.02.01.01	enzyme activator	PMID:15486203	IEA
NCU03071	30.01.05.01.03	MAPKKK cascade	PMID:15486203	IEA
NCU03071	32.01	stress response	PMID:15486203	IEA
NCU03076	01.01.03.02.01	biosynthesis of glutamate	PMID:15486203	IEA
NCU03080	14.07.11	protein processing (proteolytic)	PMID:15486203	IEA
NCU03080	70.16	mitochondrion	PMID:15486203	IEA
NCU03086	01.20.35	metabolism of secondary products derived from L-phenylalanine and L-tyrosine	PMID:15486203	IEA
NCU03087	30.01	cellular signalling	PMID:15486203	IEA
NCU03089	42.04.03	actin cytoskeleton	PMID:15486203	IEA
NCU03089	70.04.03	actin cytoskeleton	PMID:15486203	IEA
NCU03092	11.02.03	mRNA synthesis	PMID:15486203	IEA
NCU03092	11.04.03	mRNA processing (splicing, 5'-, 3'-end processing)	PMID:15486203	IEA
NCU03092	16.03.03	RNA binding	PMID:15486203	IEA
NCU03092	42.10	nucleus	PMID:15486203	IEA
NCU03095	11.02.03.01	general transcription activities	PMID:15486203	IEA
NCU03095	70.10	nucleus	PMID:15486203	IEA
NCU03096	11.02.03.01	general transcription activities	PMID:15486203	IEA
NCU03096	11.02.03.04	transcriptional control	PMID:15486203	IEA
NCU03099	16.03.03	RNA binding	PMID:15486203	IEA
NCU03102	12.01.01	ribosomal proteins	PMID:15486203	IEA
NCU03102	70.03	cytoplasm	PMID:15486203	IEA
NCU03103	42.05	centrosome	PMID:15486203	IEA
NCU03103	70.05	centrosome	PMID:15486203	IEA
NCU03112	02.13	respiration	PMID:15486203	IEA
NCU03112	16.17.09	heavy metal binding (Cu, Fe, Zn)	PMID:15486203	IEA
NCU03112	20.01.15	electron transport	PMID:15486203	IEA
NCU03112	70.16	mitochondrion	PMID:15486203	IEA
NCU03113	14.10	assembly of protein complexes	PMID:15486203	IEA
NCU03114	11.02.03.04	transcriptional control	PMID:15486203	IEA
NCU03114	70.10	nucleus	PMID:15486203	IEA
NCU03115	34.11.03.07	pheromone response, mating-type determination, sex-specific proteins	PMID:15486203	IEA
NCU03115	40.01.03	directional cell growth (morphogenesis)	PMID:15486203	IEA
NCU03115	43.01.03.05	budding, cell polarity and filament formation	PMID:15486203	IEA
NCU03116	10.03.05.03	cell cycle dependent actin filament reorganization	PMID:15486203	IEA
NCU03116	42.04	cytoskeleton/structural proteins	PMID:15486203	IEA
NCU03117	01.03.01.03	purine nucleotide/nucleoside/nucleobase anabolism	PMID:15486203	IEA
NCU03118	01.01.06.06.01	biosynthesis of lysine	PMID:15486203	IEA
NCU03118	01.01.06.06.02	degradation of lysine	PMID:15486203	IEA
NCU03118	16.21.07	NAD/NADP binding	PMID:15486203	IEA
NCU03118	70.03	cytoplasm	PMID:15486203	IEA
NCU03120	01.02.02.06	assimilation of ammonia	PMID:15486203	IEA
NCU03120	11.02.03.04.01	transcription activation	PMID:15486203	IEA
NCU03122	32.05.03	defense related proteins	PMID:15486203	IEA
NCU03126	11.02.03.04	transcriptional control	PMID:15486203	IEA
NCU03126	16.03.01	DNA binding	PMID:15486203	IEA
NCU03126	40.01	cell growth / morphogenesis	PMID:15486203	IEA
NCU03126	70.10.03	chromosome	PMID:15486203	IEA
NCU03127	01.01.05.03	metabolism of urea (urea cycle)	PMID:15486203	IEA
NCU03130	43.01.03	fungal and other eukaryotic cell type differentiation	PMID:15486203	IEA
NCU03130	43.01.03.05	budding, cell polarity and filament formation	PMID:15486203	IEA
NCU03134	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU03138	11.02.03.01	general transcription activities	PMID:15486203	IEA
NCU03139	01.01.09.07.01	biosynthesis of histidine	PMID:15486203	IEA
NCU03141	01.06	lipid, fatty acid and isoprenoid metabolism	PMID:15486203	IEA
NCU03147	02.13	respiration	PMID:15486203	IEA
NCU03147	14.10	assembly of protein complexes	PMID:15486203	IEA
NCU03150	12.01	ribosome biogenesis	PMID:15486203	IEA
NCU03150	70.03	cytoplasm	PMID:15486203	IEA
NCU03154	01.07.01	biosynthesis of vitamins, cofactors, and prosthetic groups	PMID:15486203	IEA
NCU03156	02.11	electron transport and membrane-associated energy conservation	PMID:15486203	IEA
NCU03156	02.13.03	aerobic respiration	PMID:15486203	IEA
NCU03156	20.01.15	electron transport	PMID:15486203	IEA
NCU03156	70.16	mitochondrion	PMID:15486203	IEA
NCU03159	11.04.01	rRNA processing	PMID:15486203	IEA
NCU03164	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation	PMID:15486203	IEA
NCU03164	30.05.01.10	two-component signal transduction system (sensor kinase component)	PMID:15486203	IEA
NCU03166	01.03.01	purin nucleotide/nucleoside/nucleobase metabolism	PMID:15486203	IEA
NCU03168	14.13	protein/peptide degradation	PMID:15486203	IEA
NCU03169	16.03.03	RNA binding	PMID:15486203	IEA
NCU03170	01.07.01	biosynthesis of vitamins, cofactors, and prosthetic groups	PMID:15486203	IEA
NCU03171	34.11.03.07	pheromone response, mating-type determination, sex-specific proteins	PMID:15486203	IEA
NCU03171	43.01.03.09	development of asco- basidio- or zygospore	PMID:15486203	IEA
NCU03177	14.10	assembly of protein complexes	PMID:15486203	IEA
NCU03177	34.01.01.01	homeostasis of metal ions (Na, K, Ca etc.)	PMID:15486203	IEA
NCU03177	70.16	mitochondrion	PMID:15486203	IEA
NCU03184	11.02.03.04	transcriptional control	PMID:15486203	IEA
NCU03184	70.10	nucleus	PMID:15486203	IEA
NCU03187	10.03.01.01.07	G2 phase of mitotic cell cycle	PMID:15486203	IEA
NCU03187	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation	PMID:15486203	IEA
NCU03187	30.01.05.01	protein kinase	PMID:15486203	IEA
